"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31"
"TEKT2",6.3941094904,5.5072493322,5.2718044835,4.8002892687,5.3951754726,4.4556998012,4.4039801032,4.2860530877,4.4127393134,6.8231701926,5.0789348386,5.998687728,4.4397006811,7.0858337432,5.8503401603,5.5762975803,7.0043801877,5.8576744078,4.3198441604,4.7142854004,5.0540045324,5.2678430737,6.0479621279,3.2962094459,6.0739037619,6.1939309322,5.6435562582,3.7642289996,6.5849975011,5.484083748,4.5982640643
"MIR1253",5.7668596333,6.5313522784,6.7205849562,7.1293440325,6.9604601943,6.1782935496,8.1888996736,6.0522024927,6.8128087373,6.8653055518,8.4761569735,6.6958718592,7.302060697,6.9467197322,6.0470942305,7.1018006733,8.1565842072,5.6936869996,7.2345792756,6.8955215688,6.6940788577,5.5994186362,6.531156235,8.0213808497,6.7331463314,8.207257648,7.1168708827,7.903280679,7.2338419778,6.7822446395,7.4581944028
"LOC653604",5.133313193,4.9343930028,4.677404226,5.0493382152,3.8305186019,4.4291376665,5.4773007326,5.2212595605,5.1779341964,4.7026908546,4.383390739,4.4520022458,5.0740389622,5.0629637341,3.6220011843,3.6595775542,4.2009645299,4.1345111295,4.9854638872,5.6195680809,5.1806303117,4.3681443081,4.7298149824,4.3546665233,4.7853826121,4.3616622213,4.8446913007,5.311146868,5.0613349455,5.6091253442,4.9583754014
"GTF2I",4.6887373391,4.5184629332,5.2193316027,5.3610091541,4.5978059373,5.3552528136,4.4100005174,5.2686229027,6.165298132,5.0416063879,6.2926801474,4.9712350602,5.4150392434,5.5438649021,5.8322376031,4.2770961904,4.6259518024,5.1260632929,4.6722883414,4.9223046494,5.0702396977,4.7327035312,5.9187771648,5.1851369962,3.2236776546,4.7563531148,2.9165227381,4.7880845369,4.7341513966,3.5888813824,5.2981905479
"TRAF1",9.0252237927,8.5208037128,10.077387551,9.5448078333,9.8921769532,8.7833993541,8.5615956786,9.1471348339,9.0348685763,8.8106307315,9.0471763853,8.7413752927,9.0789072811,8.6701911481,8.4894215007,9.4242827293,9.292730726,8.7463614099,9.153590612,9.1692768897,9.9661405225,9.1549173922,9.1062748441,8.7621640082,8.6983411001,9.1603126441,8.9650908402,9.2591793818,9.1616100047,8.865230984,9.0373847857
"B3GALT2",12.6356636256,13.3704492538,12.7528614475,12.7685426137,12.7495436125,13.1440222411,12.9541060776,13.4977235537,13.601841687,13.5307679383,13.0207437055,13.6192373513,12.053602617,13.4977235537,13.2308638298,12.039336674,11.7415735606,13.4562930602,13.1224500593,13.3704492538,12.9200468999,12.689364861,13.8714768461,13.6504374192,13.5093681049,13.0351215513,13.4272807189,13.58975728,13.2835685761,13.7066455375,13.553770356
"YOD1",4.2713045593,3.86765041,5.2554231056,4.5978059373,4.5347616984,4.8198240738,3.8001146803,4.468287181,3.6182269645,3.5913409121,3.1642478188,4.1564052278,5.1697488744,5.5909811433,4.3104610579,3.265652219,4.5182871979,5.571900254,5.5446237727,4.6548014578,4.1794120778,4.5864767322,3.8616922631,4.1305428118,4.0194475651,2.91554009,3.3625513875,4.9630637561,3.638323238,4.2109897284,3.4763338774
"IMPDH2",3.1621311151,4.2069783053,2.6739534126,3.8730511272,3.470561906,3.093358621,3.2817294454,3.6924180766,3.9912039933,3.8014880125,2.8634103984,4.1564052278,6.084303347,3.5426953474,4.0869516416,3.5587526041,5.7675677504,4.3710721984,3.2561294891,3.9083982475,2.9385387973,3.9057800024,3.1431936265,3.435019331,3.5834907036,3.5439354085,3.5695439053,3.7427558114,2.7869930674,3.8214255536,4.3420164267
"CCNB1",8.129956114,8.3769895597,9.546363234,9.6171399709,9.173371433,8.8655427135,8.5665756207,8.8773206408,8.9868627652,8.8430848773,8.874050857,7.9908987897,8.5861990595,9.2175673114,8.6649261094,9.1349073946,8.4232494948,8.1688741851,9.0290464184,8.9303688946,8.9162599488,8.6741347931,8.6887183001,8.1155684372,8.398011057,8.2461374157,7.902738888,9.0094608591,8.1322261241,8.6557600131,8.0547548224
"KCTD17",10.4263549822,10.0407419612,10.578890102,10.1368458293,10.6173711187,9.9935739511,9.5558306344,9.2548042915,9.9906354313,10.405783276,10.8278403516,9.7591258994,10.1625627781,10.3009779865,9.9557472871,10.473087483,10.1405178299,10.0580656199,10.0758395036,10.2273068198,10.355398314,9.8465448781,10.4263549822,10.4464117233,10.4379995199,10.7620506322,10.3215772966,10.5339873818,10.5726791793,10.3383317607,10.2305448745
"PHKA1",5.9036055198,4.3977574211,7.2611852898,5.757334531,5.5403378242,5.5378150413,5.9336695455,4.9901913423,4.2226924077,5.1520905986,4.958470946,5.2669312311,9.2786821431,5.0381289381,5.5592818461,7.2737670511,10.7174056555,4.2947282659,5.2314014533,7.4138114443,7.2723998494,7.0871213679,5.634600064,3.5501728035,3.6958858527,6.6344073963,4.5053491793,4.3493624256,5.322343627,3.4647059717,6.8752311129
"CDK2",2.952223506,3.4067981948,5.3730300487,6.4408004877,5.8897606927,3.2545870975,6.0135493445,3.9345656376,5.4599050403,5.6562084575,5.1449263204,3.9285682713,7.2184252877,4.7015838926,5.9260483573,6.4568997077,8.5937646773,4.8112947811,5.8007245103,2.765163271,4.2770961904,4.9612319765,6.0858771532,3.4632659125,5.69760985,6.3763081321,4.9240672449,6.0453460433,5.6778552962,5.484083748,4.0419442003
"LOC729298",3.2743848927,3.7242011161,3.2769617429,2.8177963039,2.9009616354,3.0428159962,4.6578496894,4.8449730251,4.6866355919,3.0598327002,3.4652042747,4.1298776473,2.3630970619,2.9212287037,2.9997491906,3.0244144028,3.3052160729,4.5479081021,4.6339232464,3.4635816645,3.6104744436,2.7965162046,3.2399028957,4.5920413917,3.3943264168,3.6543881239,4.7193012526,4.5982640643,4.5286796258,4.1366291947,4.9008930522
"OSBPL6",5.4140912831,5.812172492,3.7660469487,4.0890805502,4.6225491122,6.0252027917,5.7211874834,6.7525216405,5.7640548369,5.8917810747,3.8816678586,6.5259767395,5.735502223,5.8109731712,5.3576480119,5.5685863627,6.8966101816,6.4086209223,4.7664625113,4.9621821438,6.8218959442,4.9743003554,5.0256248856,5.170858198,6.2786806575,5.3657771147,6.7726357255,4.8164005822,5.0172338573,6.5494638105,5.2374782753
"SEPT9",4.5883258243,5.7937681615,2.5015402809,3.2255100735,2.1220298262,3.2705413347,6.1812401188,2.9554400386,2.2652383098,2.1884209719,2.5572568098,3.4296280974,3.371265636,2.7444936179,4.0754076069,2.9853315483,2.7789420926,3.1406950483,3.9921713527,3.7629493912,3.1986897646,3.5288452765,2.4080107314,5.6497315136,5.4191936468,4.5611092767,4.061871451,2.7737434542,3.0196368615,3.3804187656,2.4434474301
"MCPH1",3.4612336552,4.0522820177,3.8475863706,3.4910972807,3.4019425632,2.8602073432,4.5851624948,3.3265216792,4.5435855057,4.2971224164,4.9339761447,4.1753688533,4.7400473469,3.7615432416,3.0969200701,4.0778841486,3.518679721,4.414020067,3.3733557688,4.3502720295,3.6532031138,3.985630343,4.909335391,4.0529906684,3.2585414603,4.0493000549,3.6455695086,4.1951448327,4.7085744236,3.2185002208,3.1605673232
"TRAPPC2P1",6.2561841937,4.0096145087,6.407688649,6.4060464863,7.1920007175,3.8690661657,4.0898309452,3.6998904295,5.9450802969,5.1173945002,6.096657898,2.6216598548,4.6204439533,3.9428249437,6.02959867,7.1876465722,5.121436163,5.7160737362,6.304320237,3.4971565352,6.4691535509,6.6131811396,6.3170813943,5.7865274316,5.4098196022,5.599191223,4.8743327908,7.5701927093,5.9477967132,4.5970907722,4.6551020161
"SHOC2",7.2037794223,6.2604649801,7.0166386134,6.1160505331,7.5787853011,6.1928465755,6.7322114337,5.9247680847,6.5109075375,5.9228948208,6.7264845256,5.9912132385,6.4476111469,6.005537538,5.8809244236,7.4957575732,7.77817025,6.0812817148,6.5273068971,5.7173113328,6.5865311261,6.7842745724,6.7493226828,6.9438861427,6.8274674173,7.2589403251,7.3978450359,7.1550168969,7.0877209205,6.1716719743,7.1433179128
"AFAP1L2",3.2545870975,4.5330906427,5.1830924591,5.2687038466,4.2027500522,6.0522024927,4.8835178574,5.4266954807,5.3949738885,6.2756304162,5.7173113328,4.2469790186,4.196553367,5.3929071491,5.3285301337,4.9334466208,5.4737335577,5.448043518,4.6058415991,5.2989547634,4.5400801527,4.5370280836,5.2226416572,3.985363465,5.4053665628,5.9972967052,5.1928510648,6.2369208071,6.3627232267,4.8368849868,5.0367171098
"XRCC1",6.4933198484,8.3920020175,7.4904097086,7.5116428037,6.9763565063,8.4679515987,7.6424765801,8.1937072177,8.3627956553,8.4775135491,8.1672554115,7.9431358521,6.4355264295,8.6803658917,8.1407313911,6.8076074859,6.7429336979,8.4933655788,7.4849078714,7.419822042,6.6607777656,6.5370134599,7.9047423905,7.8710709923,8.0723759913,7.7025687339,8.1737528353,7.6198022359,8.4072080316,8.5215530574,8.5974722017
"ZDHHC8",6.7898864317,7.6051732104,6.7333205836,5.5132208127,6.7124691496,7.6292729736,6.8053959236,7.0839892941,7.306417551,7.7536072158,6.2973853991,7.2907803227,7.2913892721,7.6419556873,6.9098635916,6.7118037049,6.1545806308,7.3793383992,6.9145719475,7.335242444,6.2404051006,6.9891382548,6.5008861228,7.5249441922,7.7347100239,6.6309198816,7.1622214434,6.7511302861,7.2640756356,7.9773083543,7.4540890986
"LOC645165",3.6005819954,2.9992198263,2.9771975633,2.9282918282,3.5295548348,3.6133032536,2.7270176197,3.870450325,4.0817467278,3.8511084552,3.2521525608,3.6237082338,3.2271461762,2.9324362688,3.0121434552,3.1600963321,3.6729878269,2.5600763783,3.9761002315,3.2062904727,3.7182314863,5.0050687694,5.3715278376,3.169898824,3.6900416343,3.0739488017,3.9085842292,2.6819836919,3.3982302481,3.2185002208,4.3081667419
"ADRA1A",4.8210632986,7.4755655463,3.0472285096,2.5756033973,2.4345235797,6.2589314252,4.1038198067,5.2562319868,3.0845177885,3.4950516113,3.2190271448,6.4370382234,2.9290694296,5.8441999073,6.332985023,2.4577202541,2.5641590888,5.909550753,4.1870090543,5.9713682918,4.2850927044,3.8984893944,2.9020223283,5.7438280362,5.7146609736,3.7199230236,5.4130476457,3.3140133503,2.7170870509,4.2358466681,2.781829454
"GLRX",5.863701591,5.6246023645,5.2467776718,6.8376035738,5.0959808376,5.3738292351,5.8871851385,5.5596352563,6.6358879097,6.6732934785,5.6819010489,5.7831419274,6.5366733103,5.8352971513,6.2296382456,6.6763643219,6.3944479851,6.0041134315,5.2682842323,6.1129072866,5.6640158933,5.9460224768,5.9785136136,6.4957072191,5.775078537,5.8793656269,5.6011966946,5.8448012266,6.0451929848,6.0968408389,6.5067415879
"LOC643550",8.4244264852,8.301384458,6.3523615975,6.6950831709,6.8146741254,7.6587123134,7.895061138,7.3897693532,7.7541654959,7.9074440365,7.945231575,8.0922860383,6.7722065271,8.637394567,8.6435971051,7.1326911001,7.0059741494,7.1280035575,7.6679643951,8.0028150171,7.1128800043,7.0805177612,7.4978500974,7.2418893689,7.8307410637,8.1969111971,8.1262611864,6.9399957999,7.7428432155,7.8201962102,7.8840730618
"KLHL29",5.6541373232,5.7231828821,3.5252681888,4.0106777941,2.5433456376,4.3950367343,5.928926914,5.4778608467,3.7117089178,4.8877494575,5.356988207,4.4739424909,2.4565217059,6.0522024927,5.076970971,3.1813149254,2.6528859912,3.8500542702,3.3077099214,5.436392884,4.2011656382,4.4512975153,3.6003134899,5.9102178107,6.0700700541,7.337765644,5.5202364767,5.1075074629,4.793058553,5.1127052063,5.003009852
"ZNF784",3.357622963,3.899185811,5.5773335059,5.2762409931,5.9077135373,3.3508221923,4.5801704947,3.9345656376,5.739460432,6.2096949113,6.1144072949,3.6856998297,7.3869448616,5.6094860988,4.1681949463,5.970547371,7.3797086922,4.8112947811,5.4501697592,3.2727339373,3.8307843112,3.3909590203,5.6076971839,4.4287984567,5.7202607011,6.964591826,5.6670767683,6.5608565677,6.710886345,4.8930700488,5.2118019643
"LOC728969",12.5662671809,11.7451394719,12.7771638842,13.0708219623,12.6529449699,12.7495436125,12.8597445916,12.6505139931,12.2358860007,11.6671923879,12.1791484736,12.3219675919,12.7881494441,12.2699935482,12.5662671809,12.3540561395,12.6647193968,12.3552067788,12.8754961836,12.3752102268,12.8597445916,12.850753349,12.4078158186,12.7203100008,12.2403334114,12.547093583,12.6127826262,12.3659328131,11.8171578837,12.2639159413,12.7226866218
"SLC2A1",4.8623269787,4.5678156087,6.794890621,6.2962292716,6.1555320757,5.4301317825,4.8079977439,4.5606273427,4.911299403,5.3499502226,5.3802312168,5.3441700547,5.5994186362,5.1287393753,5.3012902387,5.8119772654,5.7213579092,5.2845475563,5.1684835203,4.3094986835,5.6820407332,5.1600488478,5.538970813,5.1013852496,4.6255517497,5.5730039112,4.3770557803,5.5067622022,5.733416275,4.9859360105,4.9678472919
"VDAC1",7.3579058446,8.280672148,7.9062862809,8.4736348966,7.6513448596,7.6573332125,9.1485883601,8.3265932504,7.9456561019,8.4592549437,8.1557373799,8.2908643832,8.0517379555,8.1683918482,7.4902219202,7.9089116905,7.6848104227,8.4411295878,8.0424696561,8.0323970213,8.5881261367,8.0815375183,8.1108988291,7.9411350995,8.6691007453,8.1642079626,8.1598940853,8.6372210361,7.7646572307,8.1787893232,7.4777054517
"FAM38A",13.3704492538,12.389929469,13.0821587162,13.2675617476,13.4705643044,12.7528614475,13.3986573979,12.9002912396,13.1510202366,12.7861329751,13.1896476436,13.0388922522,13.5093681049,12.8685723391,12.5934245529,13.5431521132,13.5938700366,12.6473331387,13.3311168051,12.7456828669,13.2123741108,13.2506222685,13.1896476436,12.8159402733,13.2268719732,13.1189314281,13.238918622,13.0351215513,13.0207437055,12.7741727419,13.4272807189
"MCCD1",7.5812804368,6.4412638012,6.6128552507,6.425314251,6.8880160949,7.1716493042,6.7641516628,6.6640702725,7.0698791859,7.4162182725,6.2827374032,7.2856599909,7.1469456712,7.1088432984,6.9930041885,7.337578543,7.1007737383,7.101150635,6.9576804961,7.2104500699,7.0262607386,7.3233633452,7.1602425668,5.7385952602,6.6268481907,6.5141216689,6.8114673915,6.0844983034,7.2695947808,6.5858930721,6.5608565677
"LOC100133836",3.8253608139,3.3019254193,6.225951065,5.6230866315,3.6792746085,5.7668596333,4.993216464,5.0492915896,4.6238489787,4.4645921176,3.8459360544,4.3330543553,4.270125935,4.9079962589,3.8832637339,3.5507061885,3.9625436978,4.672210497,4.3198441604,4.1815297616,5.7957388737,4.4080861405,4.1147172854,4.2411006273,4.0735631984,3.9915922432,4.1024510377,4.0913071743,3.233727643,4.0247908851,5.0636858993
"RHEBL1",12.9442745017,12.7655864316,13.1128289287,13.173315579,13.2268719732,13.0708219623,12.9929256669,12.9200468999,13.1128289287,13.3670779242,13.3986573979,12.8401672616,13.3986573979,12.7456828669,12.8344969504,13.5976248372,13.7622576679,13.3406685387,13.4977235537,12.7565335561,13.1564596471,13.0030186022,13.1564596471,13.2091133357,13.2154175897,13.4305938416,13.2835685761,13.3129945584,13.1189314281,13.2835685761,13.5129188955
"PPDPF",10.7900325569,9.8189339849,10.5579170706,10.8979091464,10.2373472392,9.8987846005,9.8504954902,9.3662218926,9.5785665952,10.0600578558,10.8314049322,9.5024682758,9.237980308,10.1348073939,9.0726018259,10.3017794297,8.7918354358,9.7155864869,10.7017468206,9.6880605483,10.0497969553,10.6713412017,9.4025535101,8.2112288182,9.8845894314,9.4089245747,10.3966452311,11.2312512812,10.5886894813,10.1520047463,9.6151680183
"PDCD2L",8.5955341979,10.4080962024,9.889667155,8.8182012568,9.8046937476,9.8311404034,11.729814195,9.3971544107,10.3151629939,10.4272367155,11.4378517573,10.4789919851,2.628341499,10.1856332283,9.924815787,8.2184614747,3.6546090739,10.8192068711,9.3323063679,10.8681489733,9.8368630621,7.9558584941,9.4847360901,11.3503564712,10.8472893429,10.6075431711,9.9106607391,10.9545413649,11.0897082717,10.743366925,10.279884726
"LOC554208",3.8093461513,4.4757172722,3.867296802,3.8547925427,3.4242397585,4.9027484642,4.5402579475,4.5480799227,3.6647674235,5.8350117455,5.0618002622,5.0571143949,4.712181973,4.5598646864,2.7353381469,3.462911236,4.186421426,4.0692267983,3.3946255448,3.1290397477,3.7240730123,4.1547647776,4.3185890027,4.5525216011,3.9347070005,4.3107010443,4.1650545503,3.453984795,4.1925299479,4.005714511,3.3124813712
"NAT15",11.3178497602,10.7785064821,11.581533701,11.7282549266,11.3408581215,12.0753142914,11.4829438497,11.924510537,10.9420877696,11.3704679068,11.4042801209,11.45539008,10.8461824632,11.0332245288,11.6749307225,11.4620271196,11.171684196,11.5967068759,11.7743305032,11.9942241452,12.2436039848,11.9556609716,11.1830148796,11.576913984,11.4758461041,11.9007518206,10.7253788236,11.2299602899,11.2219093914,10.7983351152,10.2461501808
"MAP4K1",9.7859702494,10.3132945673,9.7522654742,9.403130821,9.9460236813,9.9027703174,10.4873341305,9.4973885472,9.718248331,10.0427751116,10.027692098,10.3259699058,9.5979214839,10.4211383856,9.6537519143,9.9255215023,10.6567145312,9.7728739042,9.864319984,9.6011185129,9.8414709466,9.6442367898,9.7123533115,9.0412779724,10.1753629925,9.5842581543,10.1155722116,9.5270143889,9.9751387501,10.1760203848,10.3507651736
"YIF1A",8.2224690316,8.0432929364,9.3216410649,8.7906440327,8.7212276236,7.4153839409,8.8066263876,8.2125676437,8.010558768,8.1307107744,8.9187995289,8.0411365606,9.5432876102,7.9017032051,8.2274159751,8.9448315378,9.5420769075,7.6564774088,8.6460646196,7.7413463672,8.1557373799,7.6752967298,8.1203340267,7.8710709923,8.1918890436,8.8263461885,8.550677932,8.3783811683,8.6485445719,8.1627860322,7.9917763529
"LOC100130332",7.7352660597,5.9047904191,8.5325849403,7.8593132287,6.9658812607,5.9710327582,6.6028663857,6.1789007593,5.7166165621,5.6541373232,3.1993129944,5.8457903676,7.0680212693,5.0959808376,5.4213903428,8.3171101551,3.8101795118,4.1903769447,7.1229512459,6.7918338779,7.6621198903,8.7415695392,7.0700874773,4.2881810527,5.6993653299,5.1976611541,5.0301858786,4.6095309724,6.2172954744,3.3946255448,5.0809093778
"NDUFA1",8.7710220163,8.6879345142,8.3306958446,8.1166836058,8.385482623,8.4137084386,8.8509165512,7.9839809656,7.8852234541,8.6007677004,9.655252253,8.769509061,10.7321109399,7.4496923237,8.4397991598,9.985154235,11.3254507116,7.6805930146,8.5855564651,8.1770171461,7.7098167557,8.7087093344,8.6393355176,7.9143952229,8.2574828699,8.9501198302,9.2402609093,7.6336747413,9.6489450729,7.943306799,9.2031483357
"ERAL1",6.1703189541,11.3893550467,2.4166064336,2.2449060077,2.6914966922,10.0695428225,2.3126321262,8.2025742208,6.2335885653,8.8056611509,2.5988301451,9.1068521652,2.8870929452,8.948385571,8.5170827903,2.0721564309,1.9989909679,9.7562213139,2.5697150786,9.0278616754,3.0441860682,5.0117085992,3.3380873438,7.8010727463,9.1357494304,2.1106513177,8.8270954849,2.9113149616,2.4818022873,9.6216897206,7.0898135416
"FLJ36032",6.2465222245,5.2901383912,5.5475651335,5.2948387049,5.9260483573,4.3142514259,4.9211802246,5.5044903212,6.373034282,5.4232511563,5.6647631747,5.3991275057,6.0889047742,6.4720483423,5.3678123123,6.0190565599,5.293438404,4.823233905,5.6401402577,5.5438649021,6.0465892546,5.1484891302,5.9298578776,4.8526336524,4.5588564287,6.0573185781,4.7371456509,5.7933485506,5.9384276587,4.9028910621,4.9277902712
"TRA1P2",11.1806176985,11.6107622098,11.2219093914,11.2826303177,11.8580529597,10.6580281111,11.646109837,11.7415735606,11.8349324781,11.8238947019,12.0375922566,11.4973730703,11.7587254977,11.8906111723,11.4166808591,11.1330717288,11.0089976051,11.7084657223,11.208557845,11.6150482686,11.2228762416,11.1406973862,11.5152316889,11.2038631093,11.7075895249,10.9719918556,11.2192780893,12.191303057,11.9410082662,11.8037003396,11.1557257804
"E2F1",6.3515623999,4.5603418136,4.9660728149,4.4170774819,4.6507733684,6.3801124102,4.109812637,6.3298841884,5.6853295058,5.778320054,4.6301383434,5.1088401124,4.1161958557,5.0565432303,5.3747228598,3.4961561796,4.2976095501,4.3774279665,4.80575931,5.5039451097,4.7864077746,5.0850777833,6.0663009323,4.5998632095,2.8783072637,4.7696025658,4.9597050078,3.7592373644,5.322343627,3.276676204,4.3848312311
"LOC91461",3.6718070073,3.2301326942,3.9868967005,4.229601096,4.7018400154,4.811418988,4.0977562608,5.0696332008,5.0940214887,5.5592818461,5.1558233014,4.6367083065,4.4066368083,6.3117326294,5.1130195371,4.8924958664,3.9007240649,4.8507368841,4.80575931,5.5438649021,3.7615432416,3.1191591695,4.6572812508,2.7328406583,4.5743009117,5.477503804,3.9327864686,4.2783566638,5.3063610985,4.8668985539,3.4019425632
"LOC730841",3.5316596719,6.6799094604,3.8783694433,4.0669525528,4.0464184989,6.7995150313,3.23268225,5.1781744778,3.4314996937,6.8340007578,3.3045894609,6.3866811945,3.7075392797,5.7382588177,6.6133223638,3.8529791171,3.7707688407,6.9262749435,3.5859065936,5.8161135251,3.8764661396,5.1989823053,4.3363789978,5.2687038466,6.4244254849,3.8529791171,5.3136972496,5.0381289381,3.8280873074,7.0323585627,5.0203379258
"LOC286444",3.3316372636,3.9530548183,3.5576096464,3.4233819321,4.2250772783,2.5970832882,3.8001146803,3.8574780304,2.4876227266,3.3238876563,3.711167041,2.5433456376,3.8432090005,4.7561104526,3.4269040883,3.9912039933,3.7031043272,3.2882506325,3.0613618327,5.3114816006,3.6897981661,3.1540894134,3.2460017086,4.6784533346,4.1281082994,3.7095934364,3.3408756394,4.0434494523,2.9185610449,4.8752410089,4.9731791829
"YAF2",7.530290748,8.3474285862,7.0110802837,6.8933792444,6.8645250338,8.4913793171,8.5650415248,7.7539893445,7.2223550233,7.2221411216,7.5526639029,8.1070497633,6.7331463314,8.0521222953,7.5782288543,6.1018580482,7.2977284003,8.4016357242,8.0687660077,7.9461601205,7.9807338549,7.9304396955,7.2905900111,8.6024233606,6.8705416733,7.7847729302,7.5282172,7.2251580345,6.3840784809,6.5346094616,7.2182438436
"POLD3",4.6415457236,5.0876390286,6.117821114,6.2344060862,5.2603223742,6.9471368808,4.7329285081,5.6392949425,5.2991617538,5.4393862905,5.5793295668,5.7071275941,6.5598725094,6.212389343,5.3782956703,4.8530290465,5.646575171,5.7543212765,5.2545031139,6.3222410024,6.2504611966,5.563250427,4.7461131578,5.170858198,5.6382501483,5.016762698,4.9872585233,6.0269312717,4.6864666672,5.3047766497,5.8874303163
"LMBR1",3.6647674235,6.3667306226,4.5476159717,3.2995759391,3.8063595645,3.5687502221,4.6493214973,5.2946934018,4.519192445,4.6356526079,3.8975465766,5.298291906,3.9484247916,5.4828580933,3.5439895344,3.3515874653,3.7188435273,4.19936013,5.1910198158,5.2867650385,5.3136972496,4.0291490143,3.6054220235,6.4773547721,4.7556719761,4.3063149478,4.9814151032,4.080888113,5.2684420082,5.1952669271,4.7891310533
"C7orf59",10.0826845525,10.501088837,10.5027740446,10.5796961943,10.2531035206,10.6190999665,10.7785064821,10.4904770966,10.7874652199,10.4564938055,10.466898016,10.3932165059,9.5484247473,9.2641790233,10.2067760847,10.5666477944,9.6925912351,10.8568521767,10.6365126606,10.1910167385,10.4182372942,10.0072796602,10.658399913,10.0663138573,10.4043755811,10.6953482323,10.4577777912,10.4975452163,10.6594381494,10.4834585191,10.9912236101
"PNMA2",2.5091544563,2.3523818572,6.1896016307,3.7205895379,3.6423927028,5.2809271829,3.6711027055,5.9492354983,6.5480803591,5.367045418,4.5488200432,3.7734277926,6.0754280723,5.5405232076,2.4777116915,4.6786278237,6.9194670652,4.0846406692,4.2956623333,4.4754046124,3.9838099195,2.4143756126,4.2358466681,3.4876201784,3.8185687791,5.5899697396,2.4789412571,4.356699098,6.3157986558,4.005714511,4.2275393632
"C8orf41",5.1933618626,3.1290397477,3.8783694433,3.4727915462,4.8135253394,3.1947409339,3.5802742619,3.6566920934,4.2907883483,4.3931320377,4.3716569861,3.8110083296,8.0167944732,2.9017151942,4.924311724,5.9017867254,8.6032526261,4.4802628271,5.0050687694,3.7984567236,4.5338316205,4.2163891215,3.4294223172,5.1920159729,4.0263860116,3.9613267135,3.9935343054,4.1308731072,4.586076257,3.6845416336,2.9374118021
"COPS7B",2.5396163228,2.66082027,7.3120671711,7.0752079457,6.3397696968,6.3499758652,3.7072145703,5.7697115105,5.6663053951,5.6404648849,3.8719443596,3.8340174477,6.7624610327,4.9653289282,3.0657521733,5.0968009708,5.6536812978,3.5024783916,3.9921713527,4.49130227,2.8528877759,3.8839738476,5.2417857111,2.9540521329,3.1870603874,4.7154394521,3.1299090453,3.555841051,5.1236395754,2.8840541907,4.0419442003
"PRPH2",3.2743848927,4.6011022421,3.2399028957,3.1314281716,4.1060075041,3.992106482,4.0160422963,3.6062832619,5.4871348984,4.7529735114,3.419835978,5.1967057618,3.4801000831,5.4267357034,4.9667609824,4.4686242356,3.7707688407,5.3276600025,3.4128524297,3.1290397477,3.6299924648,4.359896324,4.8282952582,3.7304913769,4.6410956027,2.9890614819,5.0046543533,3.8129759254,4.1217610202,5.7951872727,4.813754261
"LOC646294",6.0276633332,5.6473359268,5.8054884192,5.6752046405,6.3397696968,5.4062962099,6.3398951714,5.1690323459,5.9273850468,6.0663009323,6.1632019974,5.2941177669,6.6557944477,5.2408505701,5.5931413047,5.9574998354,7.2602800076,4.7795211064,6.4539043408,5.5211676579,6.0655572851,6.6046174787,5.7867287503,6.7836580308,6.1190694193,5.8357222578,5.9730603785,6.2537860671,6.0242815928,6.0558091734,5.7296648917
"RPS10P3",4.8831774678,5.7918157465,4.5926076769,5.3830787816,3.9047271594,5.2674271306,4.337536005,5.3608330008,5.2707531026,4.3176250183,4.4034775216,5.551702489,5.0365813529,5.6204003065,3.4269040883,4.9691017648,5.1592018508,4.7106670961,4.7238222193,5.0027513781,4.7484877994,4.5032941756,4.641387616,5.2942952826,5.4477733164,4.8688154563,5.1742717066,4.2859305348,4.309069214,5.3870269897,4.9633314725
"POLD2",5.0855430387,4.1989818251,5.2429483344,4.6568858656,4.1176465682,4.5399023578,3.6907063937,5.44277526,4.170953949,3.5523333754,5.0440835642,4.4739424909,5.7490005311,4.3823513608,5.312859448,4.3750091722,5.2629500655,3.6609244252,4.2561759365,5.0807366087,6.2244307737,5.1989823053,4.3329550106,6.1803868232,4.4196599786,3.6847894345,4.3624372114,5.4340171473,4.4744295472,4.0776037717,5.0592232323
"PCDH24",3.4612336552,3.7059767661,4.0366132757,3.5653204031,4.4692895355,3.3985374151,4.7906327247,3.1247137594,4.3980981877,3.6858440405,4.4196021474,3.699993329,3.2271461762,4.506476712,3.6353973858,3.4298827135,3.445120658,4.6022605884,4.4218817086,3.3241163828,3.6189130445,3.5918533576,4.1949686001,3.8749815149,5.1975307218,4.0015426752,3.5331849393,5.6378285416,4.5629701194,4.4335204784,3.6985997451
"CLEC2D",7.4805843056,6.3261276389,7.771020511,6.5565987621,7.1376278739,6.5619448894,6.0924797612,6.8369134054,7.0959764235,6.4707962047,6.1890831183,6.3449956841,7.3258962326,6.0375481485,6.8157291819,7.4737158435,7.1334735423,6.2233851626,7.2170999955,6.6121292914,7.5343470132,6.9427978161,7.3853393271,6.608117605,6.4951683424,7.0376887682,6.8402960539,6.949418414,6.8839220433,6.447021905,7.0452350548
